,delta
4292,0.08338157415645675
4360,0.47000312924627785
2509,-0.11778248010345216
2265,-0.1053604045468326
2257,0.0
2003,-0.28768198911847165
3170,0.0
1587,0.0
4119,0.22314345131425384
2050,-0.18232144568291275
3335,0.7537704788494022
2105,0.4054617748026086
4807,0.6931371807099431
4359,-0.3254221867595568
1978,-0.1541506322082249
1577,0.15415066792249732
2770,-0.22314338464766692
361,0.0
4062,0.9808284196791579
3649,0.0
4019,0.08004270126328095
4911,0.2876816557857218
114,0.0
4919,0.5108254015438671
3737,0.0
3511,0.4054645525533793
1053,0.0
140,0.35667485822446743
2190,0.0
5392,0.0
4907,0.22314338464766692
4481,0.0
2756,-0.22314330131449012
5016,-0.1541506322082249
2693,0.0
981,-0.5596155736497916
2146,0.0
1010,-0.3364721223355378
1375,-0.13353137476738297
2532,0.8873023546656142
143,-0.4054634414484415
1052,0.0
3605,0.11332864244987739
603,0.0
5232,-0.22314350131422067
5146,0.0
4246,-0.1541506322082249
1165,0.1823215234606277
836,0.0
1140,-0.6931469805600052
2911,-0.22314330131449012
1965,0.0
4370,0.0
741,0.0
2144,0.0
3263,0.0
2869,0.0
4882,0.18232139012744142
917,0.0
3736,0.0
2606,0.0
1466,0.1823215234606277
3653,0.06899284767743552
659,-0.2513143965348785
3006,0.4054645525533793
4997,1.6739656003241006
60,-0.06899282386793537
2043,-0.3364721223355378
2405,0.2006702914225631
3416,0.36772409636591874
1147,-0.15415066792249732
4967,-0.11778300787861262
508,0.0
715,-0.24116204707662803
3675,0.0
4592,-0.22314345131425384
3384,-0.1823208901297324
524,-0.0896121560111176
237,-0.10536046010230038
3527,0.057158381160229865
5189,-0.18232144568291275
4593,-0.22314345131425384
3377,0.0
1287,0.0
929,-0.22314350131422067
5307,-0.22314345131425384
1983,0.0
717,-0.11332868102129012
2867,-0.4855073350129544
2174,-0.2876804057948359
3560,-0.06899284767743552
678,-0.13353137476738297
737,0.11778302176749555
745,-0.13353138369595285
3748,0.0
2041,0.11778302176749555
59,0.5108254904326923
4732,0.0
2501,-0.18232122346123347
2081,0.0
2414,-0.2047943284709639
2346,-0.16989897892504757
4212,0.6931466805603215
4740,-0.06899284767743552
4497,0.51082529043288
1414,0.2513144124078899
2327,-0.4054617748026086
2583,0.16251884126253024
5035,0.28768190578521313
575,-0.1823215234606277
2209,-0.28768123912087873
3694,-0.08338157415645675
4126,0.22314350131422067
3390,0.2876816557857218
363,-0.11778303287860581
5235,0.5108254904326923
256,-13.815511557963774
4819,-0.22314330131449012
2160,0.0
1430,0.5108254904326923
4396,0.0
3444,0.510822957113545
2335,-0.356674515367823
5310,0.0
2441,0.0
1475,0.0
1592,-0.28768190578521313
3562,0.0
2356,0.0
2854,0.0
4852,0.22314255131870908
25,0.0
4140,0.0
4381,0.16251875302737773
572,0.1823215401272904
1986,-0.35667485822446743
1395,-0.16705407067715328
1690,-0.28768198911847165
3041,0.0
4240,0.0
713,-0.40546499699708427
1798,0.0
4948,-0.22314338464766692
4386,-0.22314330131449012
2615,0.33647166519362237
640,-0.22314345131425384
2954,0.0
2738,-0.2876787391573359
2539,0.1053604045468326
4117,0.8472974794350048
4987,0.0
4804,-0.1823208901297324
1369,0.0
1521,-0.5596147165089569
141,-0.11778289676765752
1324,0.0
948,0.0
209,-0.22314345131425384
1602,-0.20067065505811854
4544,-0.18232154568284287
1506,0.8873030269337097
5018,0.0
1347,-0.35667490108159505
4565,-0.18232144568291275
3804,-0.28768123912087873
5002,0.22314338464766692
5034,0.0
2734,-0.22314305131533452
5320,-0.16251884126253024
4047,0.810929938438651
327,-0.5108254904326923
3171,0.0
1642,0.0
3529,0.40546502477484836
1987,0.0
4147,0.5596147165089569
48,0.1823215401272904
1785,0.0
2017,-0.09531014950130334
5277,-0.10536049343560805
772,0.0
1143,0.223143541314208
87,-0.13353138905309336
2499,-0.16251884126253024
3986,0.0
2464,-0.37469231308126005
564,-0.28768203078512045
368,0.0
920,0.0
4687,0.0
3952,0.0
4413,-0.28768123912087873
671,-0.11332868102129012
2489,-0.4054648303305797
2816,-0.22314305131533452
2306,-0.18232139012744142
5432,-0.405464274776568
3262,0.69314701389332
2245,0.0
374,-0.09531017525887009
954,-0.22314345131425384
1604,0.0
1939,-0.1541504417323889
3615,-0.13353137476738297
5045,0.0
638,-0.10536051010227254
2217,-0.1541504417323889
222,0.0
3949,0.1541506322082249
1529,-0.28768190578521313
1452,-0.1823215401272904
3205,-0.44183195862969527
1589,-0.14660345983780942
3379,0.1053602934360729
1725,0.223143541314208
1008,0.0
3581,0.0
2372,-0.405464274776568
3913,-0.1053604045468326
2533,-0.10536007121525692
4039,0.40546502477484836
3099,-0.4054617748026086
3003,0.0
1464,0.0
2844,-0.28768198911847165
3435,0.18232139012744142
5269,0.4054634414484415
4876,0.10536046010230038
1396,0.22314352631421208
3236,-0.1823208901297324
647,0.0
3424,-0.22314305131533452
2014,-0.1823215234606277
2096,-0.1541506322082249
2291,0.0
1603,-0.1541506322082249
1875,0.0
3770,0.0
3902,-0.12783331696445366
1336,0.0
2624,-0.4700006292652361
300,-0.13353135691024676
3671,-0.09531017525887009
1012,0.0
4321,-0.07410786226377652
2757,0.6931455138974467
2540,-0.5877862204580211
2379,-0.2513137933618843
1940,0.0
2720,0.0
1694,0.0
2667,0.356674515367823
1146,0.0
3553,0.0
4850,0.08004269485302551
974,0.31015491618262914
1899,0.0
2337,0.0
4151,0.0
4522,0.0
2315,0.0
171,-0.40546507477483473
1565,-0.6931421805974445
4037,0.0
695,-0.09531017798614272
2399,0.0
2220,0.0
3281,0.0
3606,0.0
4756,0.2876787391573359
2106,0.40546477477510834
3470,0.1823215234606277
4927,0.0
5078,0.0
1985,-0.09531017071341807
3411,0.6931457519915796
345,-0.1053604045468326
1276,0.11778302871193702
3271,-0.510825357099467
4636,0.0
3449,-0.22314350131422067
4442,0.16705380494335564
2835,0.0
5160,0.0
2104,0.0
1216,-0.11778300787861262
3981,0.0
3941,0.0
4492,0.0
1868,-0.22314345131425384
3005,0.0
2058,-0.22314338464766692
4603,-0.13353135691024676
2785,0.0
594,0.0
808,-0.1541506322082249
976,0.0
436,-0.1823215234606277
571,0.0
1686,-0.06899286910600111
1384,-0.10536046010230038
4937,0.0
1092,0.40546494144156675
2879,-0.22314255131870908
3719,-0.22314350131422067
4941,0.0
5155,0.0
176,0.0
3711,0.0
1821,0.0
3957,-0.06453847947093294
3473,0.5978367962102382
1896,0.0
3084,-0.14310074107664406
2575,-0.2006702914225631
1836,0.15415065601773748
5166,-0.22314350131422067
2979,0.22314255131870908
2243,-0.40546477477510834
1629,0.22314305131533452
5246,0.0
2775,0.0
464,-0.2513143965348785
2862,-0.15415020363825604
3889,-0.15415056077973155
1195,0.223143541314208
5117,-0.28768123912087873
2445,0.0
985,0.38566246198845633
1594,-0.22314352631421208
2310,-0.10536046010230038
774,-0.22314352631421208
3380,0.0
3994,-0.11332868102129012
2385,-0.22314350131422067
5389,-0.287681794674274
1139,0.28768190578521313
3201,0.5108242904362132
2697,0.287681794674274
337,0.0
5465,0.5108251793219409
1000,-0.19415598923087707
3486,0.0
2224,0.0
1314,-0.2623642183136532
1814,-0.1823214901273129
3368,0.40546477477510834
4201,0.0
35,0.0
1618,-0.47000347924578456
4393,-0.18232144568291275
50,0.0
2116,-0.40546477477510834
353,-0.28768190578521313
1707,-0.18232139012744142
3920,-0.18232144568291275
3298,-0.22314338464766692
2717,0.0
4409,-0.2876804057948359
2758,-0.22314305131533452
556,-0.15415067506535252
5217,0.10536050454671653
4584,0.0
2201,-0.287681794674274
4594,0.6931421805974445
1246,-0.35667485822446743
2068,0.0
4098,0.6286080760895985
1698,0.0
4701,-0.22314338464766692
446,-0.40546444144260896
1644,-0.18232154568284287
3265,0.28768190578521313
4103,-0.18232122346123347
632,0.0
5180,0.22314352631421208
4057,0.6931461805614454
1799,0.9162901318745753
4999,0.0
3985,0.0
5069,-0.18232144568291275
3227,0.6931438472432774
4286,-0.1823208901297324
2630,0.0
2286,-0.33647109376798845
1697,-0.40546502477484836
1024,-0.1823215234606277
3550,1.1394334331890654
1243,-15.424948670398354
3172,-0.6931371807099431
4303,0.3364721223355378
2363,-0.6931371807099431
3536,0.28768201689623574
1938,0.2513142695508481
5311,0.0
4841,-0.22314305131533452
3599,0.0
510,0.18232154568284287
1984,-0.28768198911847165
4281,0.11778289676765752
1408,0.0
2705,-0.31845236748806016
2691,-0.31845236748806016
365,-0.2363887710466841
3037,0.43078237763159954
1818,-0.22314353464754433
2824,0.0
3666,-0.13353135691024676
2485,0.40546477477510834
3629,0.28768203078512045
317,-0.06899284767743552
1588,0.0
757,-0.18232154568284287
3699,0.0
1051,0.0
604,-0.15415067744630306
1824,-0.22314353464754433
4922,0.0
2046,0.12783331696445366
2560,-0.18232139012744142
3887,0.0
5325,-0.33647195090717297
627,0.0
165,-0.1823214901273129
2149,-0.11778289676765752
3534,0.0
2872,-0.33647166519362237
1559,0.0
1156,-0.28768204467400693
5154,-0.18232144568291275
1651,-0.223143541314208
5414,0.0
2334,-0.11332864244987739
3321,0.6931469805600052
4350,-0.22314305131533452
5451,-0.22314255131870908
2777,0.0
435,0.11332868102129012
3125,0.0
5368,-0.33647109376798845
4794,-0.2876816557857218
1555,-0.33647195090717297
2200,0.0
3320,0.40546477477510834
278,0.1823215345717344
2360,0.08961213190397999
3805,-0.2876804057948359
2231,0.9808288363452515
4857,-0.22314345131425384
1058,0.47000347924578456
4637,0.0
1093,-0.5596155736497916
4276,0.0
5131,0.0
2992,0.0
1404,-0.22314345131425384
4523,0.0
931,0.31015491618262914
4796,0.0
1528,0.08701136941387233
3418,-0.40546444144260896
2032,-0.28768123912087873
2935,0.22314255131870908
473,0.223143541314208
76,-0.1541506322082249
110,0.0
3299,0.0
1582,1.0498219387844276
2923,-0.18232122346123347
965,0.0
3738,-0.28768123912087873
3269,-0.22314345131425384
2298,0.0
2161,0.0
1709,0.33647217947836516
5259,0.0
2156,0.0
2909,-0.1823208901297324
2795,0.0
1903,-0.13353135691024676
1917,0.0
1154,-0.4054650414415093
1435,-0.4462869901284474
2613,0.8109295217725112
4651,0.4054617748026086
3123,-0.46430543929999146
1149,0.15415065601773748
3487,0.69314701389332
358,0.11778303426749659
1405,0.28768204467400693
869,-0.1278333660553379
1298,-0.3829922310439855
2919,0.0
4394,0.06453843780434632
66,-0.44183271259650425
4737,0.6286080760895985
4135,0.2876816557857218
1989,0.0
3946,-0.18232122346123347
4757,0.22314350131422067
1213,0.0
1542,-0.13353135691024676
1190,0.0
4904,0.0
1543,1.0986116220018882
610,-0.09531017798614272
854,-0.22314354506421097
424,-0.5108255570993325
3369,0.6931459305622898
166,-0.40546509977483325
2479,-0.18232122346123347
1922,0.0
3763,-0.22314330131449012
3833,0.1335312140533329
2728,10.819798284210286
3789,0.0
5238,-0.1541504417323889
4946,0.0
4435,-0.356674515367823
2408,0.0
3793,-0.22314352631421208
4284,-0.1397618771577971
3510,-0.06899284767743552
2511,0.0
771,-0.18232155012729123
2155,0.40546477477510834
4641,0.0
2273,-0.10536049343560805
1304,-0.9162887318788222
4233,0.0
483,-0.1823215401272904
4743,2.3025760930435446
3883,-0.14310074107664406
639,0.0
126,0.0
673,0.2513144219316992
2577,-0.1823208901297324
2832,-0.2513141108209904
3179,-0.1823208901297324
596,-0.15415067506535252
5362,0.0
3620,-0.22314352631421208
5136,0.13353103548262268
1326,0.0
938,0.28768206689622744
5457,-0.4054617748026086
2120,0.1823214901273129
1721,0.35667490108159505
3465,-0.06899286196314414
3373,0.0
3345,-0.14310074107664406
5063,-0.18232122346123347
3910,-0.2876787391573359
2970,0.13353103548262268
2870,-0.28768190578521313
98,0.0
1518,-0.28768190578521313
5236,-0.1541506322082249
2722,-0.200669887384608
4938,0.0
5041,0.0
516,0.0
3338,0.0
1489,-0.35667485822446743
868,0.26236426215979947
148,-0.28768190578521313
1907,0.0
878,-0.223143541314208
2459,0.0
4364,-0.18232122346123347
349,0.0
1241,0.2876820557851154
4225,0.18232139012744142
2788,-0.287681794674274
4860,0.0
2590,0.18232122346123347
4818,0.0
3633,0.22314330131449012
348,-0.40546502477484836
2326,-0.22314352631421208
688,-0.0645385203042359
5461,0.0
708,-0.16705407067715328
2786,0.0
3863,0.0
463,0.0
2015,0.12783331696445366
5141,0.0
3542,0.8754686206872506
714,-0.28768173911883643
618,0.0
3866,-0.22314338464766692
5353,-0.28768198911847165
4965,1.3862868611667647
2799,0.9808284196791579
1042,-0.6061357278127506
1827,0.6931421805974445
1364,0.0
3575,0.0
1088,1.609435245772767
2370,-0.11332864244987739
1177,0.0
4827,0.0
4094,0.6931371807099431
3391,-0.18232122346123347
2825,-0.22314345131425384
4363,0.0
4414,0.0
601,0.06899287053457215
3577,0.0
2280,-0.22314330131449012
1791,0.28768204467400693
4602,-0.22314330131449012
1091,0.10536049343560805
2452,-0.06453835447133471
356,-0.13353138905309336
2830,-0.22314321798137549
4880,0.0
3812,0.0
362,0.22314354631421196
2765,-0.28768190578521313
3178,0.0
4909,-0.18232122346123347
728,0.0
5322,-0.28768190578521313
1673,0.0
2012,-0.22314305131533452
3191,0.5596147165089569
2953,0.28768123912087873
3991,-0.1823214901273129
5363,0.0
1563,0.22314350131422067
2528,1.1394334331890654
629,0.0
628,-0.1541506786367819
3912,0.0
2113,0.6931451805659457
2390,0.0
243,0.0
4910,0.40546494144156675
1804,-0.22314353464754433
4448,0.17185005955846577
4048,0.0
4245,0.33647217947836516
4158,0.0
3352,-0.2876804057948359
3693,0.0
5348,-0.1823215401272904
4313,0.4054645525533793
3590,-0.2876787391573359
890,0.0
5284,-0.1823215234606277
4219,0.0
357,-0.13353137476738297
4198,-0.6931421805974445
2752,0.40546477477510834
1590,-0.3364721223355378
4166,0.6286080760895985
475,-0.15415067506535252
1819,-0.22314350131422067
1170,0.1053604045468326
888,-0.22314353464754433
5385,-0.22314330131449012
3246,-0.5596115022548105
3807,0.0
1825,0.0
4020,-0.1823215401272904
4026,0.0
2518,0.26570306428376966
963,0.223143541314208
4890,0.0
570,0.0
2091,-0.356674515367823
4634,0.13353135691024676
686,0.0
45,0.10536051510227296
4664,-0.18232122346123347
4974,-0.18232144568291275
3219,0.2006702914225631
2731,0.0
2579,-0.11332864244987739
2030,0.5108249571002119
3697,-0.12783331696445366
1515,-0.06899284767743552
3708,0.10536050454671653
3398,-0.6931371807099431
4080,0.28768190578521313
3594,0.0
1508,-0.15415065601773748
3346,0.0
2569,-0.22314305131533452
3604,-0.08961213190397999
4991,0.0
3640,0.0
1167,0.0
2417,0.0
895,0.0
5424,-0.28768123912087873
1704,-0.22314345131425384
4704,0.0
3410,0.16251884126253024
2567,0.6931371807099431
3049,0.1541504417323889
5341,0.0
3083,0.0
3788,-0.13353137476738297
3855,0.1823215401272904
3996,-0.2006706752601346
2185,0.5596155736497916
4,0.18232155012729123
4557,0.8472940508815334
127,-0.28768198911847165
2930,0.18232122346123347
1189,0.0
4061,0.510825357099467
2266,-0.09531016162251049
1856,0.47000347924578456
83,-0.1278333660553379
4401,0.0
4430,-0.3677244382452969
613,-0.18232154568284287
459,0.0
440,0.0
487,-0.14310074107664406
1522,-0.0606246144634941
5380,0.0
660,-0.22314350131422067
264,0.0
3720,0.0
2781,0.40546477477510834
5218,-0.10536049343560805
4774,-0.28768123912087873
523,-0.10536050454671653
3202,-0.26236380292984585
4844,0.4700006292652361
1469,0.0
1135,0.3364721223355378
1851,0.9808288363452515
5116,0.0
194,0.0
1789,0.2513143965348785
1995,0.0
2690,0.18232144568291275
3113,0.0
3663,0.5596156807925858
4550,0.9808209197547804
5,-0.33647222519264375
5309,-0.1823215234606277
1352,-0.6931468472267799
129,0.0
1016,-0.3483066697584114
2683,0.28768151689730637
778,-0.0833816054607901
2960,0.356674515367823
2889,-0.33647109376798845
4143,0.7985070851071541
1124,0.8754686206872506
1534,-0.2231434263142802
3480,-0.13353135691024676
5145,0.0
2063,1.386291361127391
1293,0.0
4742,-0.22314338464766692
123,0.40546507477483473
2849,1.0986109553365537
3778,-0.10536046010230038
2042,0.0
2037,-0.33647109376798845
1635,-0.1053604045468326
131,-0.40546502477484836
3995,0.0
3432,0.6286080760895985
2302,0.0
4392,0.28768190578521313
420,0.08223809598133158
3248,0.28768190578521313
4702,0.0
3819,-0.08004269485302551
2609,0.0
161,-0.51082529043288
1041,0.0
2270,-0.2513143965348785
1218,0.0
3430,-0.11778275787926162
489,0.0
924,0.0
4885,0.0
2299,-0.18232022347040022
3013,-0.15415020363825604
3676,-0.06899284767743552
2172,0.0
3532,1.0498219387844276
1441,-0.10536046010230038
4165,0.28768190578521313
4762,-0.1823214901273129
1541,-0.15415065601773748
3658,0.0
701,-0.22314338464766692
5397,-0.40546477477510834
2375,0.13353135691024676
2,-0.1053604045468326
2381,-0.40546444144260896
3267,0.5260930644282489
2351,-0.06453835447133471
648,-0.15415066792249732
3811,0.22314330131449012
1734,-0.22314345131425384
1626,-0.28768198911847165
4839,0.0
3559,0.33647217947836516
3722,0.18232154568284287
1312,-0.3364722223354981
3839,-0.08223807568058739
4012,-0.1823214901273129
3867,0.0
81,-0.06453851697090585
980,0.0
154,-0.2876820641184459
4358,-0.15415020363825604
1291,-0.3001045794873747
4000,0.1823215401272904
785,-0.22314353464754433
128,0.0
2596,-0.133530678342634
3415,0.0
1026,0.0
2940,-0.6931271811599267
940,0.11778303287860581
271,0.0
1923,-0.1823214901273129
5317,-0.22314350131422067
4291,0.1823215234606277
67,-0.22314353464754433
3118,0.40546477477510834
3917,-0.22314330131449012
1547,0.0
1625,0.0
2253,0.6931469305600384
310,0.0
3097,0.0
4458,0.0
2927,-0.2876804057948359
946,0.5108255570993325
1096,-0.15415065601773748
4144,-0.40546494144156675
2541,-0.22314330131449012
5334,0.11778302176749555
3876,0.0
4304,0.5596155736497916
3999,0.40546507477483473
2419,0.5108242904362132
2632,-0.2513137933618843
5419,0.0
302,-0.1823215234606277
3769,0.0
1972,0.28768173911883643
5171,0.13353135691024676
1107,-0.1823214901273129
3718,0.07410786226377652
2426,0.16251884126253024
830,0.0
1764,0.28768203078512045
650,0.15415067506535252
2538,0.47000212925061113
793,-0.13353138905309336
226,-0.22314345131425384
1958,0.0
3356,0.405464274776568
750,-0.15415065601773748
3726,-0.14310074107664406
4314,-0.4519840847844474
3554,-0.06453843780434632
548,-0.10536051195412455
1535,-0.08004269485302551
2396,0.1823214901273129
4055,0.6931468472267799
3960,0.0
249,0.0
2241,-0.06187539095213168
5281,0.0
1536,0.13353137476738297
559,0.0
4771,0.0
1950,0.0
4564,0.0
5028,1.6094299124820992
1514,0.0
2421,-0.18232139012744142
1355,-0.13353135691024676
2771,0.0
3224,-0.22314305131533452
1377,0.1823214901273129
5423,0.0
338,-0.40546494144156675
1880,0.5108254904326923
1065,-0.22314353464754433
4342,0.0
1019,-0.28768198911847165
1391,-0.5108251793219409
4334,0.0
1575,0.0
3302,3.401158715794578
1660,0.0
1258,-0.22314350131422067
927,1.0986116220018882
3617,-0.1541506322082249
3389,0.0
1884,0.5108254904326923
3251,0.1823215234606277
3154,0.0
3539,0.0
4581,0.0
1775,-0.40546507477483473
1854,0.18232144568291275
3579,-0.1823215234606277
4005,-0.10536050454671653
5364,0.2513143965348785
3832,0.0
992,0.0
4770,0.10536046010230038
4175,0.6931455138974467
3800,0.0
1250,-0.18232155012729123
4800,-0.22314338464766692
5365,-0.40546502477484836
5367,-0.22314305131533452
2289,0.13353135691024676
4597,0.0
5164,-0.1823215234606277
3128,0.0
2515,-0.33647166519362237
1801,0.1823215234606277
3409,-0.405464274776568
1579,0.0
1439,0.0
3505,-0.22314338464766692
253,0.0
2880,-0.1541506322082249
3975,0.14310083851247057
4440,-0.22314305131533452
3007,-0.22314321798137549
2826,-0.24116166720713217
4253,0.0
3777,0.4054648303305797
2719,-0.4700028792469553
488,0.0
1040,0.0
3843,-0.15415020363825604
136,0.0
1500,0.0
729,0.1823215401272904
5390,-0.22314305131533452
379,-0.223143541314208
858,-0.22314352631421208
4533,0.2513137933618843
1680,-0.10536051010227254
3278,-0.4054648303305797
643,0.0
4067,0.22314350131422067
5328,0.0
3132,0.0
2790,0.0
3344,0.5108251793219409
1386,0.06453851697090585
326,0.0
4410,-0.2876804057948359
4555,-0.22314338464766692
3961,0.0
4983,0.2876787391573359
3888,-0.22314305131533452
3304,0.47000355424574813
2102,-0.22314305131533452
674,-0.15415067506535252
191,0.0
982,0.9162906985408235
3523,-0.1335312140533329
4837,0.0
2882,0.18232139012744142
2681,0.0
5162,-0.356674515367823
4416,-0.1053602934360729
2100,-0.5108249571002119
1918,-0.1541506322082249
1201,0.28768198911847165
4251,0.3483066697584114
4688,0.6931421805974445
5086,0.0
3706,0.0
3896,0.0
5283,-0.6931466805603215
1185,0.6931446805693202
186,-0.2006706752601346
2143,-0.40546469144193154
2995,-0.1823208901297324
1754,0.40546507477483473
4574,0.6286080760895985
1446,0.0
1911,0.0
4504,-0.18232139012744142
5464,-0.28768198911847165
1338,-0.13353138905309336
5073,0.0
4478,-0.22314330131449012
1761,0.22314353464754433
1711,-0.22314353464754433
2725,0.5978353643965946
1465,-0.20763935035516923
4940,0.0
1910,-0.1823214901273129
2818,-0.13353135691024676
355,-0.11778300787861262
51,0.0
284,0.0
2587,-0.22314155133220837
4131,0.6931451805659457
285,0.0
5252,0.0
2796,0.0
2244,-0.31015480709176657
1313,-0.10536050454671653
2593,12.611541086966115
768,0.0
4133,-0.18232139012744142
1787,-0.13353137476738297
2884,-0.40546399700014035
2751,-0.28768123912087873
3183,0.2876816557857218
4287,0.11778289676765752
4014,0.0
1773,-0.22314345131425384
4339,0.0
306,-0.10536049343560805
3036,-0.1823208901297324
1670,-0.22314353464754433
1228,-0.22314330131449012
4208,0.0
998,-0.2623642183136532
2748,0.28768190578521313
3197,0.24116166720713217
853,0.1823215534606213
3336,1.7917586358952082
4803,0.0
839,0.0
867,-0.1941560119199508
835,-0.1823215401272904
2871,1.0986089553458882
1658,0.0
1505,1.6739656003241006
525,0.10536051010227254
5098,0.0
2851,-0.2876804057948359
5382,0.0
1155,-0.16251892067424833
3846,0.0
1834,-0.28768190578521313
2641,0.057158381160229865
4338,-0.1941557623404453
1719,0.20067068536114263
4107,0.0
3644,-0.0870113618381172
1445,-0.5108254570993793
2398,0.0
863,-0.10536051343560615
958,-0.3364721223355378
5175,-0.15415066792249732
652,-0.13353138369595285
563,-0.18232155012729123
545,0.0
4870,0.0
1160,-0.4054650803303872
4640,-0.1823215234606277
1843,0.28768198911847165
1662,0.5108255970993234
2852,-0.2876787391573359
1004,-0.40546499699708427
825,-0.22314255131870908
2433,-10.12667110305036
752,0.0
645,-0.1278333660553379
3974,0.11778303287860581
3533,0.47000355424574813
1584,-0.5108254015438671
2969,0.0
4586,-0.1541506322082249
1166,0.47000347924578456
4438,0.1053602934360729
99,0.10536051010227254
5413,-0.2876804057948359
588,-0.26236424139057135
2920,1.098585622712534
407,0.0
1739,-0.09531017525887009
2863,0.22314345131425384
1270,0.0
4717,0.0
2193,0.0
3899,-0.22314255131870908
1716,0.2876820641184459
2779,0.0
4207,-0.4700028792469553
4917,0.22314345131425384
1920,-0.09531017525887009
1259,0.0
3353,0.6931469305600384
4145,0.22314330131449012
101,-0.5108254904326923
884,-0.2876820516184502
2158,0.0
1309,0.6931459305622898
4278,0.0
2482,0.0
3972,0.15415065601773748
4710,0.28768198911847165
5167,-0.06899286672504701
4418,-0.22314338464766692
820,0.0
913,-0.18232154568284287
2689,-0.22314338464766692
1816,0.0
1266,0.0896121560111176
2078,0.0
631,0.0
3327,-0.510822957113545
1551,0.0
474,-0.28768173911883643
347,0.16251888538013937
3343,0.16251884126253024
4826,0.0
2288,0.7339687417471339
4691,0.0
4063,0.9808288363452515
5398,0.0
2744,0.8109274384485818
5190,-0.11778302176749555
4575,-0.2876816557857218
3696,-0.14310079235864137
3549,0.28768203078512045
4811,0.0
9,0.0
265,0.7621392901429314
2907,-0.4700028792469553
5455,-0.2876804057948359
241,-0.40546494144156675
3921,0.0
2467,0.0
4501,0.0
2937,-0.40546469144193154
1083,0.33647217947836516
